messages,sentiment,session_index
"['terima', 'kasih', 'reviewnya', 'mohon', 'maaf', 'program', 'add-ins', 'input', 'kueri', 'tampil', 'daftar', 'dokumen', 'boleh', 'tampil', 'precision', 'recall', 'tampil', 'precision', 'recall', 'uji', 'program', 'console', 'kode', 'add-ins', 'iya']",-1.0,102
"['[MHS]', 'program', 'add-ins', 'input', 'kueri', 'tampil', 'daftar', 'dokumen', 'boleh', 'tampil', 'precision', 'recall', '[MHS]', 'ijinkan', 'tampil', 'precision', 'recall', 'uji', 'program', 'console', 'kode', 'add-ins', 'iya', '[MHS]', 'hasil', 'keluar', 'kode', 'sesuai', 'sintaksis', 'mohon', 'maaf', 'balas', 'windows', 'masalah']",1.0,103
"['terima', 'kasih', 'tulis', 'kode', 'tulis', 'kode', 'add', 'html', 'css', 'js', 'add', 'routes', 'main', 'py', 'flask', 'rest', 'kode', 'python', 'boleh', 'kumpul', 'draft', 'hubung', 'partisipan', 'proses', 'anotasi', 'ground', 'truth', 'uji', 'tulis']",-1.0,103
"['[MHS]', 'tulis', 'kode', 'tulis', 'kode', 'add', 'html', 'css', 'js', 'add', 'routes', 'main', 'py', 'flask', 'rest', 'kode', 'python', 'kode', 'python', 'boleh', 'kumpul', 'draft', 'hubung', 'partisipan', 'proses', 'anotasi', 'ground', 'truth', 'uji', 'tulis', 'ijinkan']",1.0,104
"['terima', 'kasih', 'buat', 'model', 'word2vec', 'kirim']",1.0,104
"['selamat', 'pagi', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasisea', 'bimbing', 'kait', 'skripsi', 'coba', 'run', 'program', 'latih', 'model', 'word2vec', 'hidden', 'neuron', '1epoch', 'habis', '30jam', 'batas', 'minimal', 'epoch', 'uji', 'kait', 'progres', 'p2', 'boleh', 'model', 'poin1', 'uji', 'epoch', 'demo', 'program', 'power point', 'p2', 'program', 'pyhton', 'tulis', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,105
"['[MHS]', 'ulas', 'kait', 'skripsi', 'coba', 'run', 'program', 'latih', 'model', 'word2vec', 'hidden', 'neuron', '1epoch', 'habis', '30jam', 'batas', 'minimal', 'epoch', 'uji', 'ijinkan', 'epoch', 'timbang', 'komputasi', 'bahan', 'saran', 'word2vec', 'cloud', 'spek', 'kait', 'progres', 'p2', 'boleh', 'model', 'poin1', 'uji', 'epoch', 'ijinkan', 'demo', 'program', 'power point', 'p2', 'program', 'pyhton', 'tulis', '[MHS]']",1.0,105
"['mohon', 'maaf', 'poin', 'poin', 'aju', 'ulas', 'kode', 'program', 'riset', 'kait', 'efisiensi', 'kode', 'dokumentasi', 'internet', 'kode', 'efisien', 'baik', 'kapabilitas', 'program', 'latih', 'model', 'word2vec', 'window', 'size', 'hidden', 'neuron', 'learning', 'rate', 'laptop', 'kisar', '5jam', 'epoch', 'masuk', '[DOSEN]', 'parameter', 'uji', 'parameter', 'default', 'library', 'gensim', 'rincian', 'window', 'size', 'hidden', 'neuron', 'learning', 'rate', 'saran', 'kapabilitas', 'kode', 'program', 'epoch', 'timbang', 'hidden', 'neuron', 'uji', 'mohon', 'maaf', 'terima', 'kasih', 'perhati']",-1.0,105
"['mohon', 'maaf', 'poin', 'poin', 'aju', 'ulas', 'kode', 'program', 'riset', 'kait', 'efisiensi', 'kode', 'dokumentasi', 'internet', 'kode', 'efisien', 'baik', 'kapabilitas', 'program', 'latih', 'model', 'word2vec', 'window', 'size', 'hidden', 'neuron', 'learning', 'rate', 'laptop', 'kisar', '5jam', 'epoch', '[MHS]', 'lanjut', 'masuk', '[DOSEN]', 'parameter', 'uji', 'parameter', 'default', 'library', 'gensim', 'rincian', 'window', 'size', 'hidden', 'neuron', 'learning', 'rate', 'catat', 'sudut', 'saran', 'kapabilitas', 'kode', 'program', 'epoch', 'timbang', 'hidden', 'neuron', 'uji', 'saran', 'epoh', 'ambil', 'kisar', '5jam', 'epoch', 'milik', 'nilai', 'evaluasi', 'baik', 'timbang', 'intercept', 'konvergensi', 'epoch']",-1.0,106
"['selamat', 'pagi', 'mohon', 'maaf', 'balas', 'ulas', 'terima', 'kasih', 'ulas', 'progres', 'jalan', 'latih', 'model', 'tunggu', 'model', 'selesai', 'hidden', 'neuron', 'skenario', 'uji', 'parameter', 'latih', 'window', 'size', 'learning', 'rate', 'epochs', 'coba', 'nilai', 'epoch', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'latih', 'model', 'neuron', 'epoch', 'butuh', '12jam', 'sekian', 'kata', 'buat', 'kenan', 'mohon', 'maaf', '[MHS]']",1.0,107
"['[MHS]', 'ulas', 'progres', 'jalan', 'latih', 'model', 'tunggu', 'model', 'selesai', 'catat', 'hidden', 'neuron', 'skenario', 'uji', 'parameter', 'latih', 'window', 'size', 'learning', 'rate', 'epochs', 'catat', 'coba', 'nilai', 'epoch', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'latih', 'model', 'neuron', 'epoch', 'butuh', '12jam', '[MHS]', 'ijinkan', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'timbang']",1.0,107
"['you', 'deleted', 'this', 'message', 'selamat', 'pagi', 'terima', 'kasih', 'ulas', 'mohon', 'maaf', 'poin', 'poin', 'pesan', 'hubung', 'bimbing', 'dosen', 'bimbing', 'poin', 'bahas', 'bimbing', 'dosen', 'bimbing', 'revisi', 'tulis', 'tipo', 'screenshot', 'program', 'poin', 'revisi', 'uji', 'kueri', 'expansion', 'banding', 'word2vecnya', 'judul', 'skripsi', 'kueri', 'expansion', 'uji', 'pengaruh', 'expansion', 'kueri', 'kerja', 'sistem', 'iya', 'rumus', 'ancang', 'skenario', 'uji', 'uji', 'hasil', 'uji', 'sepakat', 'partisipan', 'hitung', 'kappa', 'hitung', 'kappa', 'masuk', 'subbab', 'iya', 'lampir', 'hasil', 'anotasi', 'lampir', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,107
"['[MHS]', 'ulas', 'reply', 'email', 'strategi', 'selesai', 'skripsi', 'akademik', 'ubah', 'daftar', 'seminar hasil', 'sidang', 'timbang', 'progres', 'bagus', 'saran', 'coba', 'upaya', 'daftar', 'seminar hasil', 'sidang', 'semester', 'poin', 'bahas', 'bimbing', 'dosen', 'bimbing', 'catat', 'revisi', 'tulis', 'tipo', 'screenshot', 'program', 'uji', 'kueri', 'expansion', 'banding', 'word2vecnya', 'judul', 'skripsi', 'kueri', 'expansion', 'uji', 'pengaruh', 'expansion', 'kueri', 'kerja', 'sistem', 'iya', 'rumus', 'ancang', 'skenario', 'uji', 'uji', 'saran', 'flexible', 'optional', 'luang', 'kerja', 'batas', 'daftar', 'seminar hasil', 'desember', 'ijinkan', 'hasil', 'uji', 'sepakat', 'partisipan', 'hitung', 'kappa', 'hitung', 'kappa', 'masuk', 'subbab', 'iya', 'lampir', 'hasil', 'anotasi', 'lampir', 'saran', 'lampir']",1.0,108
"['terima', 'kasih', 'reviewnya', 'upaya', 'maksimal', 'mohon', 'maaf', 'kemarin', 'lambat', 'kumpul', 'uji akhir semester', 'google', 'form', 'proses', 'uploading', 'akibat', 'jaring', 'internet', 'lambat']",1.0,108
"['[MHS]', 'ijinkan']",1.0,108
"['terima', 'kasih']",1.0,108
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'teknik informatika', 'mahasiswa', 'bimbing', 'skripsi', 'sesuai', 'prosedur', 'unggah', 'pra', 'proposal', 'filkom', 'apps', 'terima', 'kasih', 'perhati']",-1.0,109
"['selamat', 'pagi', '[DOSEN]', '[MHS]', 'mahasiswa', 'bimbing', 'kait', 'ground', 'truth', 'label', 'partisipan', 'hitung', 'nilai', 'fleiss', 'kappa', 'dapat', 'hasil', 'query1', 'query2', 'query3', 'query4', 'query5', 'dasar', 'patok', 'nilai', 'kappa', 'atas', 'iya', 'ground', 'truth', 'label', 'ulang', 'hubung', 'kendala', 'ground', 'truth', 'jadwal', 'dosen', 'bimbing', 'penuh', 'progres', 'p2', 'dosen', 'bimbing', 'laksana', 'p2', 'bimbing', 'batas', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,110
"['[MHS]', 'ulas', 'hitung', 'nilai', 'fleiss', 'kappa', 'dapat', 'hasil', 'query1', 'query2', 'query3', 'query4', 'query5', 'dasar', 'patok', 'nilai', 'kappa', 'atas', 'iya', 'ground', 'truth', 'label', 'ulang', 'saran', 'kurang', 'querynya', 'hapus', 'kueri', 'hapus', 'kueri', 'nilai', 'kappnya', 'atas', 'kurang', 'beda', 'keputasan', 'annotator', 'hubung', 'kendala', 'ground', 'truth', 'jadwal', 'dosen', 'bimbing', 'penuh', 'progres', 'p2', 'dosen', 'bimbing', 'laksana', 'p2', 'bimbing', 'batas', 'kunci', 'p2', 'dosen bimbing', 'dosen bimbing', 'batas']",1.0,110
"['terima', 'kasih', 'reviewnya']",1.0,110
"['you', 'deleted', 'this', 'message', 'selamat', 'siang', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'kabar', 'kirim', 'dokumen', 'skripsi', 'jurnal', 'serta', 'cek', 'plagiasi', 'dokumen', 'email', 'bimbing', '[DOSEN]', 'temu', 'salah', 'tulis', 'ganti', 'daftar', 'seminar hasil', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,111
"['[MHS]', 'silah', 'baik', 'masuk', '[DOSEN]', 'ulas', 'jurnal', 'kalimat', 'jelas', 'minimal', 'space', 'kosong', 'doc', 'chart', 'line', 'warna', 'pattern', 'beda', 'line', 'line', 'doc', 'doc', 'doc', 'daftar', 'pustaka', 'justify', 'doc', 'doc', 'daftar', 'seminar hasil', 'revisi', '[DOSEN]', 'ijinkan', 'lewat', 'minor', 'saran', 'lalu', 'daftar', 'jam', 'syarat', 'cek', 'progres', 'email', 'hasil', 'cek', 'plagiasi', 'penuh']",1.0,111
"['mohon', 'maaf', 'daftar', 'kirim', 'email', 'masuk', 'logbook', 'daftar', 'dokumen', 'logbook', 'logbook', 'tuju', 'masuk', 'logbook', 'cetak', 'mohon', 'maaf', 'kenan']",1.0,111
"['jaga', 'dadak', 'worse', 'case', 'jam', 'tuju', 'silah', 'cetak', 'kartu', 'kendali', 'logbook', 'minimal', 'penuh', 'logbook', 'dosen bimbing']",1.0,111
"['yusron', 'lembar', 'tuju', 'dokumen', 'wajib', 'bimbing', 'lembar', 'lembar', 'maju', 'tahap', 'seminar hasil', 'doc']",1.0,111
"['[MHS]', 'ikut', 'tunjuk', 'yusron', '[MHS]', 'tanda tangan', 'ikut', 'tunjuk', 'yusron']",1.0,111
"['dokumen', 'ubah', 'judul', 'doc']",1.0,111
"['doc', '[MHS]', 'dokumen', 'tanda tangan', 'digital']",1.0,111
"['terima', 'kasih', 'permisi', 'dokumen', 'disubmit', 'ubah', 'minor', 'milik', 'salah', 'tulis', 'ubah']",1.0,111
"['disubmit', 'mana', 'turnitin', 'filkomapp']",1.0,111
['filkomapps'],1.0,111
"['daftar', 'seminar hasil', 'tolak', 'unggah', 'dokumen', 'revisi', 'tuju', 'saran', 'minor', 'lewat', 'diupload', 'tuju']",1.0,111
['unggah'],1.0,111
['[MHS]'],1.0,111
"['permisi', 'mohon', 'maaf', 'menggunggu', 'kabar', 'aju', 'daftar', 'seminar hasil', 'filkomapps', 'revisi', 'baik', 'sama', 'revisi', 'seminar hasil', 'sidang', 'iya', 'terima', 'kasih', 'perhati', '[MHS]']",1.0,111
"['[MHS]', 'tuju', 'ijinkan', 'revisi', 'baik', 'seminar hasil', 'sidang', 'revisi', 'sidang']",1.0,111
"['terima', 'kasih']",1.0,111
['[MHS]'],1.0,111
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'seminar', 'hasil', 'skripsi', 'ada', 'wib', 'sekian', 'lebih', 'mohon', 'maaf', '[MHS]']",1.0,112
"['[MHS]', 'moga', 'mudah', 'lancar', 'aamiin', 'poin', 'kait', 'alas', 'pilih', 'case', 'study', 'alas', 'pilih', 'algoritma', 'unggul', 'algoritma', 'lancar', 'detail', 'manual', 'telaah', 'hasil', 'analisa', 'skenario', 'uji', 'kodingnya', 'sidang', 'kodingnya', 'mandiri', 'buat', 'jawab', 'mandiri', 'latih', 'live', 'koding', 'sederhana', 'latih', 'modifikasi', 'kode', 'program', 'skripsi', 'inti', 'tulis', 'batas', 'menit', 'tolong', 'usaha', 'nilai', 'presentasi', 'power point', 'menit', 'demo', 'program', 'menit']",1.0,112
"['terima', 'kasih', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'laksana', 'seminar', 'hasil', 'skripsi', 'selesai', 'saran', 'dosen', 'fasilitator', 'baca', 'slide', 'presentasi', 'saran', 'meringkat', 'power point', 'poin2', 'kait', 'kaji', 'pustaka', 'skripsi', 'besar', 'gambar', 'implementasi', 'saran', 'masuk', 'saran', 'bagus', 'hasil', 'spekulasi', 'dasar', 'baik', 'dokumen', 'power point', 'saran', 'sidang', 'revisi', 'sidang', 'iya', 'sekian', 'mohon', 'maaf']",1.0,112
"['[MHS]', 'selamat', 'tinggal', 'selang', 'sidang', 'ulas', 'kabar', 'laksana', 'seminar', 'hasil', 'skripsi', 'selesai', 'saran', 'dosen', 'fasilitator', 'catat', 'baca', 'slide', 'presentasi', 'saran', 'meringkat', 'power point', 'poin2', 'baik', 'kait', 'kaji', 'pustaka', 'skripsi', 'coba', 'sudut', 'pandang', 'case', 'algoritma', 'analog', 'satu', 'besar', 'gambar', 'implementasi', 'baik', 'saran', 'masuk', 'saran', 'bagus', 'hasil', 'spekulasi', 'dasar', 'inti', 'saran', 'baik', 'hasil', 'hasil', 'uji', 'optimal', 'baik', 'dokumen', 'power point', 'saran', 'sidang', 'revisi', 'sidang', 'iya', 'versi', '[MHS]', 'seminar hasil', 'dokumen', 'power point', 'seminar hasil', 'baik']",1.0,112
"['terima', 'kasih', 'reviewnya', 'jadwal', 'sidang', 'kendala', 'transkrip', 'nilai', 'nilai', 'jadwal', 'sidang', 'penuh', 'transkrip', 'urus', 'panjang', 'kerja', 'skripsi', 'sidang', 'iya']",1.0,112
"['[MHS]', 'cek', 'jadwal', 'uji', 'skripsi', 'filkomapp', 'doc', 'disiado', 'unggah', 'nilai', 'mata kuliah', 'januari', 'doc', 'coba', 'akademik', 'jadwal', 'tanggal', 'januari', 'tanggal', 'atas', 'sidang', 'sesuai', 'jadwal', 'filkomapp']",1.0,112
"['staf', 'akademik', 'kait', 'sempat', 'jadwal', 'tanggal', 'transkrip', 'nilai', 'tanda', 'kaprodi', 'syarat', 'jadwal', 'sidang', 'terima', 'kasih', 'perhati']",1.0,112
['[MHS]'],1.0,112
"['[MHS]', 'nilai', 'mata kuliah', 'muncul', 'siam']",1.0,113
"['ubah', 'hubung', 'kemarin', 'staf', 'akademik', 'kait', 'bahas', 'respons', 'lengkap', 'kirim', 'transkrip', 'kemarin', 'coba', 'hubung', 'dosen', 'ampu', 'kuliah', 'cepat', 'proses', 'nilai', 'batas', 'sidang', 'respon', 'kuliah', 'tugas', 'ganti', 'projek', 'kumpul', 'tanggal', 'wib']",1.0,113
"['[MHS]', 'ubah', 'hubung', 'kemarin', 'staf', 'akademik', 'kait', 'bahas', 'respons', 'lengkap', 'kirim', 'transkrip', 'catat', 'kemarin', 'coba', 'hubung', 'dosen', 'ampu', 'kuliah', 'cepat', 'proses', 'nilai', 'batas', 'sidang', 'respon', 'kuliah', 'tugas', 'ganti', 'projek', 'kumpul', 'tanggal', 'wib', 'tunggu', 'tanggal', 'coba', 'ikut', 'tunjuk', 'tugas', 'ganti', 'mudah', 'mudah', 'tanggal', 'pagi', 'nilai']",1.0,113
"['tanggal', 'pagi', 'kabar', 'kembang', 'situasi', 'terima', 'kasih', 'perhati']",1.0,113
['[MHS]'],1.0,113
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'nilai', 'diinputkan', 'kemarin', 'minggu', 'pagi', 'aju', 'transkrip', 'nilai', 'kaprodi', 'ditandatangan', 'sore', 'kirim', 'transkrip', 'akademik', 'prodi', 'jadwal', 'uji', 'skripsi', 'pasti', 'jadwal', 'uji', 'semester', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,114
"['[MHS]', 'mudah', 'mudah', 'akademik', 'jadwal', 'tanggal', 'januari', 'sesuai', 'tera', 'filkom', 'app', 'aamiin', 'doc', 'usaha', 'besok', 'siang', 'coba', 'akademik', 'kait', 'hasil', 'kendala', 'coba', 'bantu', 'hubung', 'akademik']",1.0,114
"['kabar', 'kembang', 'besok', 'terima', 'kasih', 'perhati']",1.0,114
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'kabar', 'uji', 'skripsi', 'jadwal', 'proses', 'buat', 'surat', 'undang', 'uji', 'skripsi', 'ada', 'rabu', 'tanggal', 'januari', 'wib', 'surat', 'undang', 'undang', 'terbit', 'sekian', 'terima', 'kasih', 'perhati', 'mohon', 'maaf', '[MHS]']",1.0,115
"['bagus', '[MHS]', 'catat', 'moga', 'lancar', 'sukses', 'aamiin']",1.0,115
"['amin', 'terima', 'kasih', 'selamat', 'pagi', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'undang', 'hadir', 'uji', 'skripsi', 'ada', 'rabu', 'tanggal', 'januari', 'bimbing', 'lampir', 'dokumen', 'undang', 'uji', 'skripsi', 'sekian', 'mohon', 'maaf', '[MHS]', 'doc']",1.0,115
"['[MHS]', 'terima kasih', 'usaha', 'besok', 'jam', 'izin', 'request', 'link', 'meet', 'zoom', 'uji', 'tunggu', 'balas', 'beliau', 'link', 'silah', 'dishare', 'dosen bimbing', 'uji']",1.0,115
['besok'],1.0,115
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', '[MHS]', 'teknik', 'informatika', 'mahasiswa', 'bimbing', 'terus', 'link', 'zoom', 'meeting', 'uji', 'skripsi', '[DOSEN]', 'link', '[DOSEN]', 'bachtiar', 'inviting', 'you', 'scheduled', 'zoom', 'meeting', 'topik', 'uji', 'skripsi', '[MHS]', 'time', 'januari', 'jakarta', 'join', 'zoom', 'meeting', 'us02web', 'zoom', 'pwd', 'dgvjb1frvwkzsm9psjdycnjcdzdlzz09', 'meeting', 'passcode', 'nu0fw1', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,116
"['[MHS]', 'catat', 'terima kasih']",1.0,116
"['[DOSEN]', '[LINK]']",1.0,116
"['terima', 'kasih', 'terima', 'kasih', 'mohon', 'maaf', 'kurang', 'revisi', 'kirim']",1.0,116
['[MHS]'],1.0,116
"['you', 'deleted', 'this', 'message', 'selamat', 'siang', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'form', 'revisi', 'akademik', 'poin', 'poin', 'revisi', '[DOSEN]', 'baik', 'latar', 'masalah', 'tipo', 'cek', 'rumus', 'tuju', 'batas', 'dasar', 'teori', 'baik', 'arsitektur', 'neural', 'network', 'analisa', 'hasil', 'randy', 'perihal', 'kumpul', 'detail', 'tambah', 'uji', 'hidden', 'neuron', 'hapus', 'batas', 'relevan', 'baik', 'tulis', 'lapor', 'sitasi', 'arsitektur', 'jst', 'poin', 'poin', 'baik', 'saran', 'randy', 'poin', 'hubung', 'uji', 'nilai', 'hidden', 'neuron', 'anggap', 'penuh', 'kriteria', 'tarik', 'simpul', 'saran', 'minimal', 'nilai', 'hidden', 'neuron', 'uji', 'tarik', 'simpul', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,117
"['[MHS]', 'catat', 'kait', 'dasar', 'doc', 'saran', 'variasi', 'nilai', 'hidden', 'kelipat']",1.0,117
"['terima', 'kasih', 'saran']",1.0,117
"['[MHS]', 'tuju', 'tolong', 'lanjut', 'kirim', 'email', 'contoh', 'contoh', 'dokumen', 'skripsi', 'p0', 'sidang', 'kelas', 'induksi', 'riset', '[LINK]']",1.0,118
"['terima', 'kasih', 'lanjut', 'kait', 'kelas', 'induksi', 'riset', 'buka', 'kelas', 'induksi', 'riset', 'semester', 'perihal', 'add', 'cari', 'pakai', 'add', 'front', 'input', 'kueri', 'add', 'pass', 'proses', 'dasar', 'cari', 'proses', 'microsoft', 'word', 'batas', 'andai', 'proses', 'retrieval', 'letak', 'add', 'microsoft', 'word', 'not', 'responding']",1.0,118
"['[MHS]', 'kelas', 'induksi', 'riset', 'timbang', 'silahkn', 'add', 'front', 'skenario', 'proses', 'halaman', 'wyswyg', 'user', 'halaman', 'nampak', 'user']",1.0,118
"['ajar', 'terima', 'kasih', 'perhati']",1.0,118
"['selamat', 'sore', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'teknik informatika', 'mahasiswa', 'bimbing', 'skripsi', 'sesuai', 'susun', 'kirim', 'email', 'terima', 'kasih', 'perhati']",1.0,119
"['[MHS]', 'catat', 'mohon', 'tunggu', 'ulas', 'ulas']",1.0,119
"['terima', 'kasih']",1.0,119
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'kabar', 'submit', 'progres', 'revisi', 'email', 'terima', 'kasih', 'perhati']",1.0,120
"['[MHS]', 'catat', 'mohon', 'tunggu', 'ulas', 'ulas']",1.0,120
"['terima', 'kasih']",1.0,120
"['selamat', 'pagi', '[DOSEN]', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'kabar', 'submit', 'progres', 'power point', 'p0', 'email', 'kait', 'log', 'book', 'filkomapps', 'ruang', 'pilih', 'kolom', 'isi', 'iya', 'kait', 'progres', 'p0', 'dosen bimbing', '[DOSEN]', 'temu', 'dosen', 'bimbing', 'bersma', 'mahasiswa', 'sama', 'persepsi', 'metode', 'p0', 'ubah', 'live', 'sama', 'video', 'iya', 'sekian', 'mohon', 'maaf', '[MHS]']",1.0,121
"['[MHS]', 'catat', 'mohon', 'tunggu', 'p0', 'discreenshot', 'pilih', 'ruang', 'kirim', 'usul', '[DOSEN]', 'timbang']",1.0,121
"['screenshot', 'pilih', 'ruang', 'logbook', 'doc']",1.0,121
"['[MHS]', 'saran', 'lokasi', 'ruang', 'isi', 'daring', 'tinggal', 'sesuai', 'ijinkan', 'default']",1.0,121
"['logbook', 'sesuai', 'tentu']",1.0,121
"['[MHS]', 'catat', 'p0', 'tuju', 'daring', 'live', 'tolong', 'link', 'meet', 'jadwal', '[DOSEN]', 'terima kasih']",1.0,121
"['jadwal', '[DOSEN]', 'youcanbook', 'jadwal', 'sedia', 'kamis', 'jadwal', 'doc', 'kamis', 'jadwal', 'kelas', 'jam', 'jadwal', 'jam', 'iya', 'kamis', 'daring', 'kumpul', 'video']",1.0,121
"['senin', 'senin', 'luang', 'kumpul', 'email']",1.0,121
"['diskusi', '[DOSEN]', 'senin', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu', 'abar', 'bicara', '[DOSEN]', 'konsultasi', 'p0', 'live', 'ada', 'senin', 'wib', 'google', 'meet', 'sedia']",1.0,121
"['[MHS]', 'terima kasih']",1.0,121
"['terima', 'kasih']",1.0,121
"['selamat', 'pagi', 'mohon', 'maaf', 'menggangu', 'link', 'temu', 'p0', 'wib', '[LINK]']",1.0,122
"['[MHS]', 'catat', 'terima kasih']",1.0,122
"['terima', 'kasih']",1.0,122
"['[MHS]', 'tolong', 'screen', 'power point', 'klik', 'present', 'now']",1.0,122
"['permisi', 'hubung', 'coba', 'hubung', '[DOSEN]', 'balas', 'beliau', 'temu', 'iya']",1.0,122
['opsi'],1.0,122
"['terima', 'kasih', 'saran', 'poin', 'poin']",1.0,122
"['fransklid', 'coba', 'ngebut', 'kerja', 'ukur', 'mudah', 'mudah', 'lulus', 'semester', 'hasil', 'optimal', 'aamiin']",1.0,122
"['selamat', 'sore', '[DOSEN]', 'mohon', 'maaf', 'menggangu', '[MHS]', 'mahasiswa', 'bimbing', 'kabar', 'kirim', 'revisi', 'proposal', 'post', 'p0', 'serta', 'dokumen', 'email', 'kumpul', 'proposal', 'p0', 'filkomapps', 'tunggu', 'tuju', 'revisi', 'direview', 'iya', 'logbook', 'masuk', 'isi', 'sesuai', 'iya', 'sekian', 'sampaukan', 'mohon', 'maaf', '[MHS]']",1.0,123
"['[MHS]', 'catat', 'silah', 'diupload', 'filkom', 'app', 'silah', 'sesuai', 'terima kasih']",1.0,123
"['terima', 'kasih']",1.0,123
"['selamat', 'siang', '[DOSEN]', 'moga', 'keluarga', 'sehat', 'mohon', 'maaf', 'ganggu', 'kenal', 'nama', '[MHS]', 'program', 'studi', 'teknik', 'informatika', 'angkat', 'fokus', 'minat', 'komputasi', 'cerdas', 'mohon', 'maaf', 'izin', 'informasi', 'semester', 'aju', 'proposal', 'skripsi', 'judul', 'analisis', 'sentimen', 'twitter', 'new', 'normal', 'bentuk', 'daftar', 'stopword', 'zipf', 'law', 'bobot', 'emoji', 'dosen', 'bimbing', 'dosen', 'arum', 'sari', 'kom', 'kom', 'dosen', 'bimbing', 'santoso', 'kom', 'mohon', 'bimbing', 'dosen', 'bimbing', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum']",1.0,124
['oke'],1.0,124
"['terima', 'kasih', 'mohon', 'maaf', 'izin', 'kait', 'sedia', 'jadwal', 'p0', 'p0', 'ada', 'pisah']",1.0,124
"['pisah', 'tidak apa']",1.0,124
"['terima', 'kasih', 'coba', 'konfirmasi', '[DOSEN]', 'dosen', 'bimbing', 'lampir', 'proposal', 'skripsi', 'doc', 'saran', 'tambah', 'kait', 'proposal', 'skripsi', 'terima', 'kasih']",-1.0,124
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', '[MHS]', 'bimbing', 'mohon', 'maaf', 'izin', 'kait', 'proposal', 'kirim', 'kemarin', 'revisi', 'saran', 'kait', 'proposal', 'izin', 'kait', 'jadwal', 'p0', 'sedia', 'p0', 'terima', 'kasih']",1.0,125
"['gambar', 'tabel', 'rujuk', 'kalimat', 'dar', 'tempel', 'contoh', 'tabel', 'dan terus', 'tahap', 'tokenisasi', 'gambar', 'table', 'ubah', 'bahasa', 'indonesia', 'tabel']",1.0,125
"['baik', 'proposal', 'terima', 'kasih']",1.0,125
"['selamat', 'siang', '[DOSEN]', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'izin', 'informasi', 'tanggal', 'januari', 'alhamdulillah', 'jadwal', 'sidang', 'skripsi', 'jadwal', 'sesuai', 'filkomapps', 'dosen', 'uji', '[DOSEN]', 'dosen', 'uji', '[DOSEN]', 'dosen', 'uji', 'mohon', 'maaf', 'izin', 'konfirmasi', 'kait', 'sidang', 'hadir', 'sidang', 'skripsi', 'senin', 'mohon', 'maaf', 'terima', 'kasih']",1.0,126
"['oke', 'doc']",1.0,126
"['terima', 'kasih']",1.0,126
"['selamat', 'pagi', '[DOSEN]', 'mohon', 'maaf', 'ganggu', '[MHS]', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'izin', 'informasi', '[DOSEN]', 'dosen', 'uji', 'link', 'google', 'meet', 'sidang', 'lampir', 'link', 'google', 'meetnya', '[LINK]', 'mohon', 'maaf', 'terima', 'kasih', '[DOSEN]', 'selamat', 'pagi', '[DOSEN]', 'mohon', 'maaf', 'ganggu', 'mohon', 'maaf', 'izin', 'sidang', 'skripsi', 'mohon', 'maaf', 'terima', 'kasih', '[DOSEN]']",-1.0,127
