Unnamed: 0,timestamp,sender,messages,sentiment_per_chat,sentiment_per_sesi,session_index,file_index,preprocessed
105,16/12/20,mahasiswa,"Selamat pagi pak. Mohon maaf baru baru membalas review dari bapak. Sebelumnya terima kasih atas review yang telah bapak berikan.  Progress yang saya sedang kerjakan saat ini adalah menjalankan training model dan menunggu model tersebut selesai. Seperti yang saya sampaikan sebelumnya hidden neuron yang saya gunakan dalam skenario pengujian adalah 100 200 dan 500. Sejauh ini parameter yang saya gunakan untuk training adalah: window size 5 learning rate 0.025 epochs 10 Apakah lebih saya tetap mencoba nilai epoch lain atau cukup dengan epoch sedemikian dan lebih fokus ke pengaruh hidden neuron saja pak? Dikarenakan untuk melatih model dengan 500 neuron dan 10 epoch saja membutuhkan waktu lebih dari 12jam pak.  Sekian yang ingin saya sampaikan. Jika sekiranya perkataan atau perbuatan saya kurang berkenan, saya mohon maaf.  Salam, [MHS] ",1,1,28,3,"['selamat', 'pagi', 'mohon', 'maaf', 'balas', 'ulas', 'terima', 'kasih', 'ulas', 'ikan', 'progres', 'kerja', 'jalan', 'melatih', 'model', 'tunggu', 'model', 'selesai', 'hidden', 'neuron', 'skenario', 'uji', '100', '200', '500', 'parameter', 'melatih', 'window', 'size', '5', 'learning', 'rate', '0', '025', 'epochs', '10', 'coba', 'nilai', 'epoch', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'latih', 'model', '500', 'neuron', '10', 'epoch', 'butuh', '12jam', 'sekian', 'sekira', 'kenan', 'mohon', 'maaf', 'salam', 'mahasiswa']"
106,16/12/20,dosen,"Baik [MHS], berikut review dari saya Progress yang saya sedang kerjakan saat ini adalah menjalankan training model dan menunggu model tersebut selesai. --> noted.  Seperti yang saya sampaikan sebelumnya hidden neuron yang saya gunakan dalam skenario pengujian adalah 100 200 dan 500. Sejauh ini parameter yang saya gunakan untuk training adalah: window size 5 learning rate 0.025 epochs 10 ---------------------------> noted.  Apakah lebih saya tetap mencoba nilai epoch lain atau cukup dengan epoch sedemikian dan lebih fokus ke pengaruh hidden neuron saja pak? Dikarenakan untuk melatih model dengan 500 neuron dan 10 epoch saja membutuhkan waktu lebih dari 12jam pak. --> baik [MHS], saya ijinkan "" cukup dengan epoch sedemikian dan lebih fokus ke pengaruh hidden neuron"" dari pertimbangan tersebut. ",1,1,28,3,"['mahasiswa', 'ulas', 'progres', 'kerja', 'jalan', 'melatih', 'model', 'tunggu', 'model', 'selesai', '--', 'dicatat', 'hidden', 'neuron', 'skenario', 'uji', '100', '200', '500', 'parameter', 'melatih', 'window', 'size', '5', 'learning', 'rate', '0', '025', 'epochs', '10', '---------------------------', 'dicatat', 'coba', 'nilai', 'epoch', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'latih', 'model', '500', 'neuron', '10', 'epoch', 'butuh', '12jam', '--', 'mahasiswa', 'ijinkan', 'epoch', 'fokus', 'pengaruh', 'hidden', 'neuron', 'timbang']"
107,16/12/20,mahasiswa,You deleted this message,1,1,28,3,"['deleted', 'message']"
108,16/12/20,mahasiswa,"Selamat pagi pak. Terima kasih atas review yang diberikan. Mohon maaf saya ingin menambahkan poin-poin saya pada pesan sebelumnya berhubung saya baru saja melakukan bimbingan dengan dosen pembimbing 2.  Poin pembahasan pada bimbingan dengan dosen pembimbing 2 adalah: - Revisi penulisan (typo) - Tambahkan screenshot program pada bab 5 ----------> dua poin ini akan segera saya revisi. - Pengujian sebaiknya dilakukan terhadap query expansion dibanding dengan word2vecnya. Dikarenakan di judul skripsi juga ada kata query expansion. -> Apakah perlu saya tambahkan pengujian terhadap pengaruh jumlah kata dari expansion yang ditambahkan ke query terhadap kinerja sistem? Jika ya, akan segera saya tambahkan ke rumusan masalah, perancangan skenario pengujian dan pengujian pada bab 6 nanti.  Saya juga ingin bertanya. Untuk hasil pengujian kesepakatan partisipan (perhitungan kappa), apakah perhitungan kappa dimasukkan ke bab 6 dengan subbab sendiri atau tidak perlu ya pak (cukup melampirkan hasil anotasi mereka pada lampiran saja)?  Sekian yang ingin saya sampaikan. Jika ada salah kata, saya mohon maaf.  Salam, [MHS] ",1,1,28,3,"['selamat', 'pagi', 'terima', 'kasih', 'ulas', 'mohon', 'maaf', 'poin', 'pesan', 'hubung', 'laku', 'bimbing', 'dosen', 'bimbing', '2', 'poin', 'bahas', 'bimbing', 'dosen', 'bimbing', '2', '-', 'revisi', 'tulis', 'tipo', '-', 'screenshot', 'program', 'bab', '5', '----------', 'poin', 'revisi', '-', 'uji', 'laku', 'hadap', 'kueri', 'expansion', 'banding', 'word2vecnya', 'judul', 'skripsi', 'kueri', 'expansion', '-', 'uji', 'hadap', 'pengaruh', 'expansion', 'kueri', 'hadap', 'kerja', 'sistem', 'iya', 'rumus', 'ancang', 'skenario', 'uji', 'uji', 'bab', '6', 'hasil', 'uji', 'sepakat', 'partisipan', 'hitung', 'kappa', 'hitung', 'kappa', 'masuk', 'bab', '6', 'subbab', 'iya', 'lampir', 'hasil', 'anotasi', 'lampir', 'sekian', 'salah', 'mohon', 'maaf', 'salam', 'mahasiswa']"
109,17/12/20,dosen,"Baik [MHS],  berikut review dari saya & juga sudah saya reply di email Anda utk strategi penyelesaian skripsinya karena akademik ada perubahan waktu pendaftaran akhir untuk semhas/sidang. Saya pertimbangkan progress Anda sangat bagus, jadi saran saya coba diupayakan daftar semhas/sidang semester ini.  Poin pembahasan pada bimbingan dengan dosen pembimbing 2 adalah: --> noted - Revisi penulisan (typo) - Tambahkan screenshot program pada bab 5 - Pengujian sebaiknya dilakukan terhadap query expansion dibanding dengan word2vecnya. Dikarenakan di judul skripsi juga ada kata query expansion. -> Apakah perlu saya tambahkan pengujian terhadap pengaruh jumlah kata dari expansion yang ditambahkan ke query terhadap kinerja sistem? Jika ya, akan segera saya tambahkan ke rumusan masalah, perancangan skenario pengujian dan pengujian pada bab 6 nanti. --> saran saya dibuat flexible/optional, jika nanti waktunya masih cukup luang untuk pengerjaan sebelum batas waktu pendaftaran semhas Akhir 23 Des. 2020, saya ijinkan untuk ditambahkan.  Saya juga ingin bertanya. Untuk hasil pengujian kesepakatan partisipan (perhitungan kappa), apakah perhitungan kappa dimasukkan ke bab 6 dengan subbab sendiri atau tidak perlu ya pak (cukup melampirkan hasil anotasi mereka pada lampiran saja)? --> saran saya cuku dilampirkan. ",1,1,29,3,"['mahasiswa', 'ulas', 'reply', 'email', 'strategi', 'selesai', 'skripsi', 'akademik', 'ubah', 'daftar', 'seminar hasil', 'sidang', 'timbang', 'progres', 'bagus', 'saran', 'coba', 'upaya', 'daftar', 'seminar hasil', 'sidang', 'semester', 'poin', 'bahas', 'bimbing', 'dosen', 'bimbing', '2', '--', 'dicatat', '-', 'revisi', 'tulis', 'tipo', '-', 'screenshot', 'program', 'bab', '5', '-', 'uji', 'laku', 'hadap', 'kueri', 'expansion', 'banding', 'word2vecnya', 'judul', 'skripsi', 'kueri', 'expansion', '-', 'uji', 'hadap', 'pengaruh', 'expansion', 'kueri', 'hadap', 'kerja', 'sistem', 'iya', 'rumus', 'ancang', 'skenario', 'uji', 'uji', 'bab', '6', '--', 'saran', 'flexible', 'optional', 'luang', 'kerja', 'batas', 'daftar', 'seminar hasil', '23', 'desember', '2020', 'ijinkan', 'hasil', 'uji', 'sepakat', 'partisipan', 'hitung', 'kappa', 'hitung', 'kappa', 'masuk', 'bab', '6', 'subbab', 'iya', 'lampir', 'hasil', 'anotasi', 'lampir', '--', 'saran', 'cuku', 'lampir']"
110,17/12/20,mahasiswa,"Baik pak, terima kasih atas reviewnya. Akan saya upayakan semaksimal mungkin. ",1,1,29,3,"['terima', 'kasih', 'reviewnya', 'upaya', 'maksimal']"
111,17/12/20,mahasiswa,Mohon maaf saya juga ingin menyampaikan bahwa saya kemarin terlambat mengumpulkan UAS pada Google Form dikarenakan proses uploading yang lama akibat jaringan internet yang lambat saat itu. Apakah tidak apa-apa pak?,1,1,29,3,"['mohon', 'maaf', 'kemarin', 'lambat', 'kumpul', 'ujian akhir semester', 'google', 'form', 'proses', 'uploading', 'akibat', 'jaring', 'internet', 'lambat']"
112,17/12/20,dosen,"Baik [MHS], saya ijinkan. ",1,1,29,3,"['mahasiswa', 'ijinkan']"
113,17/12/20,mahasiswa,"Baik pak, terima kasih banyak. ",1,1,29,3,"['terima', 'kasih']"
114,18/12/20,mahasiswa,"Selamat pagi Pak [DOSEN]. Saya [MHS] salah satu mahasiswa bimbingan bapak.  Saya ingin bertanya terkait ground truth yang dilabeli oleh partisipan. Setelah dihitung nilai fleiss kappa nya, didapatkan hasil sebagai berikut query1: 76% query2: 43% query3: 27% query4: 45% query5: 84%  Berdasarkan patokan yang digunakan pada bab 2, nilai kappa yang baik diatas 60% Sebaiknya bagaimana ya pak untuk ground truth nya? Apakah tetap digunakan saja atau harus dilabeli ulang?  Dan juga berhubung kendala pada ground truth ini dan juga jadwal dosen pembimbing 2 hari ini penuh, saya tidak yakin bisa progress p2 ke dosen pembimbing 2 hari ini. Apakah tidak apa-apa jika pelaksanaan p2 kepada pembimbing 2 lewat batas hari ini?  Sekian yang ingin saya sampaikan. Jika ada salah kata, saya mohon maaf.  Salam, [MHS] ",1,1,30,3,"['selamat', 'pagi', 'dosen', 'mahasiswa', 'salah', 'mahasiswa', 'bimbing', 'kait', 'ground', 'truth', 'label', 'partisipan', 'hitung', 'nilai', 'fleiss', 'kappa', 'nya', 'hasil', 'query1', '76', 'query2', '43', 'query3', '27', 'query4', '45', 'query5', '84', 'dasar', 'patok', 'bab', '2', 'nilai', 'kappa', '60', 'iya', 'ground', 'truth', 'nya', 'label', 'ulang', 'hubung', 'kendala', 'ground', 'truth', 'jadwal', 'dosen', 'bimbing', '2', 'penuh', 'progres', 'p2', 'dosen', 'bimbing', '2', 'laksana', 'p2', 'bimbing', '2', 'batas', 'sekian', 'salah', 'mohon', 'maaf', 'salam', 'mahasiswa']"
115,18/12/20,dosen,"Baik [MHS], berikut review dari saya  .. Setelah dihitung nilai fleiss kappa nya, didapatkan hasil sebagai berikut query1: 76% query2: 43% query3: 27% query4: 45% query5: 84%  Berdasarkan patokan yang digunakan pada bab 2, nilai kappa yang baik diatas 60% Sebaiknya bagaimana ya pak untuk ground truth nya? Apakah tetap digunakan saja atau harus dilabeli ulang?  --> Saya sarankan cukup dengan mengurangi Querynya yaitu dgn menghapus ""Query 3"" atau menghapus ""Query 2 & 3"", paling tidak rata nilai kappnya masih diatas 60.  Atau Mengurangi data yang berbeda keputasan antar annotator-nya  Dan juga berhubung kendala pada ground truth ini dan juga jadwal dosen pembimbing 2 hari ini penuh, saya tidak yakin bisa progress p2 ke dosen pembimbing 2 hari ini. Apakah tidak apa-apa jika pelaksanaan p2 kepada pembimbing 2 lewat batas hari ini?  --> tidak apa"", kuncinya adalah P2 tepat waktu oleh dosbing ke-1, utk ke dosbing ke-2 bisa lewat batas. ",1,1,30,3,"['mahasiswa', 'ulas', 'hitung', 'nilai', 'fleiss', 'kappa', 'nya', 'hasil', 'query1', '76', 'query2', '43', 'query3', '27', 'query4', '45', 'query5', '84', 'dasar', 'patok', 'bab', '2', 'nilai', 'kappa', '60', 'iya', 'ground', 'truth', 'nya', 'label', 'ulang', '--', 'saran', 'querynya', 'hapus', 'kueri', '3', 'hapus', 'kueri', '2', '3', 'nilai', 'kappnya', '60', 'data', 'beda', 'keputasan', 'annotator-nya', 'hubung', 'kendala', 'ground', 'truth', 'jadwal', 'dosen', 'bimbing', '2', 'penuh', 'progres', 'p2', 'dosen', 'bimbing', '2', 'laksana', 'p2', 'bimbing', '2', 'batas', '--', 'kunci', 'p2', 'dosen pembimbing', 'ke-1', 'dosen pembimbing', 'ke-2', 'batas']"
116,18/12/20,mahasiswa,"Baik pak, terima kasih atas reviewnya. ",1,1,30,3,"['terima', 'kasih', 'reviewnya']"
117,23/12/20,mahasiswa,You deleted this message,1,1,31,3,"['deleted', 'message']"
118,23/12/20,mahasiswa,"Selamat siang pak. Mohon maaf menggangu sebelumnya. Saya [MHS], salah satu mahasiswa bimbingan bapak.  Saya ingin memberi kabar bahwa saya sudah mengirimkan file skripsi dan jurnal beserta cek plagiasi dari kedua file tersebut ke email bapak.  Saya juga baru saja melakukan bimbingan kepada Pak [DOSEN] dan ditemukan beberapa kesalahan penulisan yang akan ingin saya ganti sekarang.  Jika saya ingin melakukan pendaftaran semhas hari ini, apakah masih sempat pak?  Sekian yang ingin saya sampaikan. Jika ada salah kata, mohon maaf.  Salam, [MHS] ",1,1,31,3,"['selamat', 'siang', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'salah', 'mahasiswa', 'bimbing', 'kabar', 'kirim', 'dokumen', 'skripsi', 'jurnal', 'cek', 'plagiasi', 'dokumen', 'email', 'laku', 'bimbing', 'dosen', 'temu', 'salah', 'tulis', 'ganti', 'laku', 'daftar', 'seminar hasil', 'sekian', 'salah', 'mohon', 'maaf', 'salam', 'mahasiswa']"
119,23/12/20,dosen,"Baik [MHS], silahkan diperbaiki dari masukan Pak [DOSEN]. Berikut review dari saya >> Pada Jurnal + tambahkan kalimat penjelasan untuk meminimalkan space kosong ",1,1,31,3,"['mahasiswa', 'silah', 'masuk', 'dosen', 'ulas', 'jurnal', 'kalimat', 'minimal', 'space', 'kosong']"
120,23/12/20,dosen,<DOC>,1,1,31,3,['doc']
121,23/12/20,dosen,"+ pada chart line, selain warna, juga gunakan pattern yg berbeda, misal dgn ""line ...""atau ""line --"" ",1,1,31,3,"['chart', 'line', 'warna', 'pattern', 'beda', 'line', 'line', '--']"
122,23/12/20,dosen,<DOC>,1,1,31,3,['doc']
123,23/12/20,dosen,<DOC>,1,1,31,3,['doc']
124,23/12/20,dosen,<DOC>,1,1,31,3,['doc']
125,23/12/20,dosen,+ Pada daftar Pustaka set Justify,1,1,31,3,"['daftar', 'pustaka', 'set', 'justify']"
126,23/12/20,dosen,<DOC>,1,1,31,3,['doc']
127,23/12/20,dosen,menjadi,1,1,31,3,[]
128,23/12/20,dosen,<DOC>,1,1,31,3,['doc']
129,23/12/20,dosen,"Jika saya ingin melakukan pendaftaran semhas hari ini, apakah masih sempat pak? --> In Syaa Allah masih bisa, jika revisi dari saya dan Pak [DOSEN] terlalu banyak, saya ijinkan  di-skip dulu tidak apa"", karena minor, saran saya, lalukan pendaftaran sebelum jam 15.30, dan siapkan segera syarat""nya. ",1,1,31,3,"['laku', 'daftar', 'seminar hasil', '--', 'syaa', 'allah', 'revisi', 'dosen', 'ijinkan', 'di-skip', 'minor', 'saran', 'daftar', 'jam', '15', '30', 'syarat', 'nya']"
130,23/12/20,dosen,Karena saya cek dari progress Anda di email dan hasil cek plagiasi sudah memnuhi semuanya.,1,1,31,3,"['cek', 'progres', 'email', 'hasil', 'cek', 'plagiasi', 'memenuhi']"
131,23/12/20,mahasiswa,Mohon maaf ingin bertanya. Apakah memang pendaftarannya terakhir 15.30 pak?,1,1,31,3,"['mohon', 'maaf', 'daftar', '15', '30']"
132,23/12/20,mahasiswa,Dan juga saat mengirimkan email saya baru saja memasukkan logbook untuk bapak. Untuk mendaftarkan diperlukan juga file logbook. Apakah sekiranya logbook tersebut bisa disetujui agar bisa dimasukkan ke dalam logbook yang dicetak. Mohon maaf jika kurang berkenan.,1,1,31,3,"['kirim', 'email', 'masuk', 'logbook', 'daftar', 'dokumen', 'logbook', 'sekira', 'logbook', 'tuju', 'masuk', 'logbook', 'cetak', 'mohon', 'maaf', 'kenan']"
133,23/12/20,dosen,"Biasanya 16.00, utk jaga"" saya agar tidak terlalu mendadak. Meskipun worse case bisa sampai jam 23.59. ",1,1,31,3,"['16', '00', 'jaga', 'dadak', 'worse', 'case', 'jam', '23', '59']"
134,23/12/20,dosen,"Baik, sudah saya approve ",1,1,31,3,['setujui']
135,23/12/20,dosen,"Silahkan segera dicetak kartu kendali Anda dari logbook, minimal sdh memenuhi 8 logbook utk msg"" dosbing. ",1,1,31,3,"['silah', 'cetak', 'kartu', 'kendali', 'logbook', 'minimal', 'penuh', '8', 'logbook', 'dosen pembimbing']"
136,23/12/20,mahasiswa,"Sebelumnya saya sempat menanyakan kepada Pak Yusron, untuk lembar persetujuan dan dokumen lainnya tidak wajib ada tanda tangan pembimbing. Jika begitu apakah saya perlu meminta tanda tangan bapak untuk lembar-lembar tersebut untuk maju ke tahap semhas? ",1,1,31,3,"['yusron', 'lembar', 'tuju', 'dokumen', 'wajib', 'tanda', 'tangan', 'bimbing', 'tanda', 'tangan', 'lembar', 'maju', 'tahap', 'seminar hasil']"
137,23/12/20,mahasiswa,<DOC>,1,1,31,3,['doc']
138,23/12/20,dosen,"Baik [MHS], ikuti petunjuk dari Mas Yusron. ",1,1,31,3,"['mahasiswa', 'mas', 'yusron']"
139,23/12/20,dosen,"Baik [MHS], tidak perlu ada ttd dulu. Ikuti petunjuk dari Mas Yusron. ",1,1,31,3,"['mahasiswa', 'tanda tangan', 'mas', 'yusron']"
140,23/12/20,mahasiswa,"Baik pak, kalau begitu saya ingin meminta tanda tangan bapak untuk dokumen perubahan judul saja pak. ",1,1,31,3,"['tanda', 'tangan', 'dokumen', 'ubah', 'judul']"
141,23/12/20,mahasiswa,<DOC>,1,1,31,3,['doc']
142,23/12/20,dosen,<DOC>,1,1,31,3,['doc']
143,23/12/20,dosen,"Baik [MHS], di atas file yg sdh saya ttd digital. ",1,1,31,3,"['mahasiswa', 'dokumen', 'tanda tangan', 'digital']"
144,23/12/20,mahasiswa,"Baik pak, terima kasih banyak pak. ",1,1,31,3,"['terima', 'kasih']"
145,23/12/20,mahasiswa,"Permisi pak. Saya ingin bertanya. Apakah dokumen yang sudah disubmit tidak bisa diubah (minor), seperti miliki saya yang kesalahan penulisan, bukan mengubah isi? ",1,1,31,3,"['permisi', 'dokumen', 'disubmit', 'ubah', 'minor', 'milik', 'salah', 'tulis', 'ubah', 'isi']"
146,23/12/20,dosen,disubmit kemana ini turnitin/filkomApp?,1,1,31,3,"['disubmit', 'turnitin', 'filkomapp']"
147,23/12/20,mahasiswa,FilkomApps pak.,1,1,31,3,['filkomapps']
148,23/12/20,dosen,"Bisa, nanti ketika sudah daftar semhas, saya tolak dulu, lalu upload kembali dgn dok revisi yg benar, baru saya approve. ",1,1,31,3,"['daftar', 'seminar hasil', 'tolak', 'unggah', 'dokumen', 'revisi', 'setujui']"
149,23/12/20,dosen,"Saran saya jika minor, sebaiknya di-skip dulu, sebaiknya diupload dulu saja agar segera saya approve ",1,1,31,3,"['saran', 'minor', 'di-skip', 'diupload', 'setujui']"
150,23/12/20,mahasiswa,Baik pak kalau begitu akan segera saya upload terlebih dahulu.,1,1,31,3,['unggah']
151,23/12/20,dosen,Baik [MHS].,1,1,31,3,['mahasiswa']
152,23/12/20,mahasiswa,"Permisi pak. Mohon maaf menggunggu di waktu saat ini. Saya ingin memberi kabar bahwa saya sudah mengajukan pendaftaran semhas ke FilkomApps. Untuk revisi yang diberikan apakah saya perbaiki sekarang atau bersamaan dengan revisi dari semhas dan sidang nanti ya pak? Terima kasih atas perhatiannya.  Salam, [MHS] ",1,1,31,3,"['permisi', 'mohon', 'maaf', 'menggunggu', 'kabar', 'aju', 'daftar', 'seminar hasil', 'filkomapps', 'revisi', 'revisi', 'seminar hasil', 'sidang', 'iya', 'terima', 'kasih', 'perhati', 'salam', 'mahasiswa']"
153,23/12/20,dosen,"Baik [MHS], sudah saya approve, saya ijinkan untuk revisinya diperbaiki mulai sekarang sampai setelah semhas, sebelum sidang. Dan revisi setelah sidang. ",1,1,31,3,"['mahasiswa', 'setujui', 'ijinkan', 'revisi', 'seminar hasil', 'sidang', 'revisi', 'sidang']"
154,23/12/20,mahasiswa,"Baik pak, terima kasih banyak. ",1,1,31,3,"['terima', 'kasih']"
155,23/12/20,dosen,"Baik [MHS]. Sama"". ",1,1,31,3,['mahasiswa']
156,30/12/20,mahasiswa,"Selamat pagi pak. Mohon maaf mengganggu. Saya [MHS] selaku mahasiswa bimbingan skripsi bapak.  Saya ingin memberi kabar bahwa seminar hasil skripsi saya akan diadakan pada hari ini pukul 08:00 WIB.  Sekian yang ingin saya sampaikan. Kurang lebihnya mohon maaf.  Salam, [MHS] ",1,1,32,3,"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'seminar', 'hasil', 'skripsi', '08', '00', 'wib', 'sekian', 'mohon', 'maaf', 'salam', 'mahasiswa']"
157,30/12/20,dosen,"Baik [MHS], Semoga diberikan kemudahan dan kelancaran. Aamiin.  Beberapa poin utama, yang biasanya biasanya ditanyakan terkait hal berikut > alasan memilih case study (-+ 4 hal), alasan memilih algoritma (jelaskan keunggulan algoritma) > mampu menjelaskan dengan lancar dan detail manualisasinya > mampu menjelaskan telaah hasil analisa setiap skenario pengujian > mampu menjelaskan kodingnya, jika pada sidang, biasanya ditanya kodingnya buat mandiri atau dibuatkan, jawabannya pastikan > 80% atau bahkan 100% buat mandiri, dan siapkan latihan live koding sederhana atau dgn latihan memodifikasi kode program skripsi. Intinya adalah mampu menjelaskan semuanya dari apa yg sudah Anda Tuliskan. Perlu, karena waktunya dibatasi 15 menit, tolong usahakan, karena masuk dipenilaian. > presentasi PPT: 10 menit > demo program: 5 menit ",1,1,32,3,"['mahasiswa', 'moga', 'mudah', 'lancar', 'aamiin', 'poin', 'utama', 'kait', 'alas', 'pilih', 'case', 'study', '-', '4', 'alas', 'pilih', 'algoritma', 'unggul', 'algoritma', 'lancar', 'detail', 'manual', 'telaah', 'hasil', 'analisa', 'skenario', 'uji', 'kodingnya', 'sidang', 'kodingnya', 'mandiri', '80', '100', 'mandiri', 'latih', 'live', 'koding', 'sederhana', 'latih', 'modifikasi', 'kode', 'program', 'skripsi', 'inti', 'tulis', 'batas', '15', 'menit', 'tolong', 'usaha', 'masuk', 'nilai', 'presentasi', 'power point', '10', 'menit', 'demo', 'program', '5', 'menit']"
158,30/12/20,mahasiswa,"Baik pak, terima kasih banyak. ",1,1,32,3,"['terima', 'kasih']"
159,30/12/20,mahasiswa,"Selamat siang pak. Mohon maaf mengganggu. Saya [MHS] selaku mahasiswa bimbingan skripsi bapak.  Saya ingin memberi kabar bahwa pelaksanaan seminar hasil skripsi saya sudah selesai. Berikut beberapa saran dari dosen fasilitator: - masih banyak membaca slide saat presentasi -> disarankan untuk lebih meringkat ppt menjadi poin2 lagi. - menyebutkan keterkaitan kajian pustaka dengan skripsi yang dibuat - memperbesar gambar implementasi - bagian saran lebih baik memasukkan saran yang sudah jelas akan memperbagus hasil bukan hanya spekulasi (harus ada dasarnya)  Saya ingin menanyakan perbaikan dokumen dan ppt dari saran berikut dilakukan sebelum sidang (sekarang) atau bersama revisi setelah sidang ya pak?  Sekian yang ingin saya sampaikan. Jika ada salah kata, mohon maaf.  Salam, ",1,1,32,3,"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'mahasiswa', 'bimbing', 'skripsi', 'kabar', 'laksana', 'seminar', 'hasil', 'skripsi', 'selesai', 'saran', 'dosen', 'fasilitator', '-', 'baca', 'slide', 'presentasi', '-', 'saran', 'meringkat', 'power point', 'poin2', '-', 'kait', 'kaji', 'pustaka', 'skripsi', '-', 'gambar', 'implementasi', '-', 'saran', 'masuk', 'saran', 'bagus', 'hasil', 'spekulasi', 'dasar', 'dokumen', 'power point', 'saran', 'laku', 'sidang', 'revisi', 'sidang', 'iya', 'sekian', 'salah', 'mohon', 'maaf', 'salam']"
160,30/12/20,dosen,"Baik [MHS], selamat. Tinggal selangkah lagi menuju sidang. Berikut review dari saya Saya ingin memberi kabar bahwa pelaksanaan seminar hasil skripsi saya sudah selesai. Berikut beberapa saran dari dosen fasilitator: -> Noted. - masih banyak membaca slide saat presentasi -> disarankan untuk lebih meringkat ppt menjadi poin2 lagi. -> baik, segera lakukan perbaikannya - menyebutkan keterkaitan kajian pustaka dengan skripsi yang dibuat -> coba melihat dari sudut pandang case atau algoritma yg sama atau analog dengan salah satunya - memperbesar gambar implementasi -> baik, segera lakukan perbaikannya - bagian saran lebih baik memasukkan saran yang sudah jelas akan memperbagus hasil bukan hanya spekulasi (harus ada dasarnya) -> intinya saran ini adalah cara seperti apa untuk memperbaiki hasil-hasil pengujian yg belum optimal.  Saya ingin menanyakan perbaikan dokumen dan ppt dari saran berikut dilakukan sebelum sidang (sekarang) atau bersama revisi setelah sidang ya pak? -> buat dua versi [MHS], sebelum semhas dan dok.+ppt yg setelah semhas adalah yg sudah dilakukan perbaikan. ",1,1,32,3,"['mahasiswa', 'selamat', 'tinggal', 'selang', 'tuju', 'sidang', 'ulas', 'kabar', 'laksana', 'seminar', 'hasil', 'skripsi', 'selesai', 'saran', 'dosen', 'fasilitator', '-', 'dicatat', '-', 'baca', 'slide', 'presentasi', '-', 'saran', 'meringkat', 'power point', 'poin2', '-', 'laku', '-', 'kait', 'kaji', 'pustaka', 'skripsi', '-', 'coba', 'lihat', 'sudut', 'pandang', 'case', 'algoritma', 'analog', 'salah', '-', 'gambar', 'implementasi', '-', 'laku', '-', 'saran', 'masuk', 'saran', 'bagus', 'hasil', 'spekulasi', 'dasar', '-', 'inti', 'saran', 'hasil', 'uji', 'optimal', 'dokumen', 'power point', 'saran', 'laku', 'sidang', 'revisi', 'sidang', 'iya', '-', 'versi', 'mahasiswa', 'seminar hasil', 'dokumen', 'power point', 'seminar hasil', 'laku']"
161,30/12/20,mahasiswa,"Baik pak, terima kasih atas reviewnya.   Saya juga ingin bertanya. Untuk penjadwalan sidang saya masih terkendala pada transkrip nilai karena belum keluar semua nilai saya pak. Apakah jika sampaik jadwal terakhir sidang saya masih belum bisa memenuhi transkrip tersebut saya harus mengurus perpanjangan pengerjaan skripsi agar bisa sidang atau bagaimana ya pak? ",1,1,32,3,"['terima', 'kasih', 'reviewnya', 'jadwal', 'sidang', 'kendala', 'transkrip', 'nilai', 'nilai', 'sampaik', 'jadwal', 'sidang', 'penuh', 'transkrip', 'urus', 'kerja', 'skripsi', 'sidang', 'iya']"
162,30/12/20,dosen,"Baik [MHS], saya cek di jadwal ujian skripsi FIlkomApp adalah berikut ",1,1,32,3,"['mahasiswa', 'cek', 'jadwal', 'uji', 'skripsi', 'filkomapp']"
163,30/12/20,dosen,<DOC>,1,1,32,3,['doc']
164,30/12/20,dosen,dan disiado terakhir upload nilai MK 8 Jan. 2021,1,1,32,3,"['disiado', 'unggah', 'nilai', 'mata kuliah', '8', 'januari', '2021']"
165,30/12/20,dosen,<DOC>,1,1,32,3,['doc']
166,30/12/20,dosen,Coba ditanyakan ke akademik apakah nanti ada memungkinkan untuk dijadwalkan antara tgl 9 sampai 13 Jan. 2021,1,1,32,3,"['coba', 'akademik', 'jadwal', 'tanggal', '9', '13', 'januari', '2021']"
167,30/12/20,dosen,"Dari tanggal"" diatas, sepertinya masih cukup waktunya utk sidang sesuai jadwal di FIlkomApp. ",1,1,32,3,"['tanggal', 'sidang', 'sesuai', 'jadwal', 'filkomapp']"
168,30/12/20,mahasiswa,"Baik pak, akan saya tanyakan lebih lanjut kepada staf akademik terkait kemungkinan kesempatan penjadwalan tanggal berikut dan masalah transkrip nilai akhir tertanda tangan kaprodi sebagai syarat penjadwalan sidang. Terima kasih banyak atas perhatiannya. ",1,1,32,3,"['staf', 'akademik', 'kait', 'jadwal', 'tanggal', 'transkrip', 'nilai', 'tanda', 'tangan', 'kaprodi', 'syarat', 'jadwal', 'sidang', 'terima', 'kasih', 'perhati']"
169,30/12/20,dosen,"Sama"" [MHS]. ",1,1,32,3,['mahasiswa']
170,5/1/21,dosen,"[MHS], apakah semua nilai MK sudah muncul di SIAM? ",1,1,33,3,"['mahasiswa', 'nilai', 'mata kuliah', 'muncul', 'siam']"
