messages,sentiment
"['mohon', 'maaf', 'codingan', 'masihh', 'selesai', 'presentasi', 'p1', 'beda', 'power point', 'kirim', 'email', 'isi', 'batas', 'skripsi', 'semester', 'tanggal', 'juli', 'informasi', 'minimal', 'p1', 'lanjut', 'skripsi', 'semester', 'codingan', 'minggu', 'konsultasi', 'lanjut', 'skripsi', 'semester', 'terima kasih']",-1
"['power point', 'kirim', 'kait', 'p1', 'minimal', 'manual', 'maksimal', 'hasil', 'manual', 'excel', 'koding', 'ijinkan', 'manual', 'cek', 'tuju', 'log', 'book', 'dosen', 'diapprove', 'beliau', 'moon', 'beliau', 'syarat', 'p1', 'minimal', 'tuju', '3x', 'logbook', 'dosen bimbing', 'coba', 'fokus', 'tuju', 'beliau', 'dosen', 'diappove', 'tolong', 'whatsapp', 'aju', 'akses', 'batas', 'jurus', 'nilai', 'p1', 'terima kasih']",1
"['konfirmasi', 'dosen', 'terima kasih', 'mohon', 'maaf', 'hubung', 'malam', 'info', 'logbook', 'tuju', 'dosen', 'wassalamualaikum']",-1
"['whatsapp', 'cek', 'filkomapp', 'muncul', 'tombol', 'nilai', 'p1', 'unggah', 'hasil', 'revisi', 'proposal', 'p0']",1
"['mohon', 'maaf', 'kirim', 'informasi', 'kemarin', 'ttng', 'teman', 'kirim', 'terima kasih']",1
"['tuju', 'dokumen', 'unggah', 'proposal', 'tinggal', 'tunggu', 'tuju', 'dosen bimbing', 'coba', 'hubung', 'beliau']",1
"['terima', 'kasih', 'konfirmasi', 'proposal', 'p0', 'tuju', 'dosen', 'terima kasih']",1
"['whatsapp', 'aju', 'jurus', 'akses', 'batas', 'p1', 'tunggu', 'diapprove']",1
"['terima', 'kasih', 'mohon', 'maaf', 'perihal', 'tuju', 'jurus', 'jam', 'proses', 'skripsi', 'ulang', 'semester', 'iya', 'terima', 'kasih']",1
"['pra', 'proposal', 'unggah', 'semester', 'bantu', 'cepat', 'p0', 'p1', 'dan terus', 'bahan', 'judul']",1
"['pakai', 'judul', 'skripsi', 'iya', 'alhamdulillah', 'terima', 'kasih', 'giat', 'kerja', 'skripsi']",1
"['image', 'omitted']",1
"['whatsapp', 'aju', 'akses', 'mudah', 'mudah', 'tuju', 'jurus']",1
"['terima', 'kasih']",1
"['mohon', 'maaf', 'ganggu', 'dosen', 'bimbing', 'dosen', 'iya', 'laksana', 'p0', 'kumpul', 'power', 'poin', 'kemarin', 'iya', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'ganti', 'edy', 'laksana', 'p0', 'video', 'presentasi', 'p0', 'presentasi', 'power point', 'atas', 'durasi', 'minimal', 'menit', 'menit', 'unggah', 'google', 'drive', 'link', 'public', 'email', 'audio', 'record', 'wajah', 'wajib', 'tools', 'camtasia', 'screen', 'matic', 'jadi', 'timbang', 'nilai', 'p0']",1
"['terima', 'kasih']",1
"['mohon', 'maaf', 'ganggu', 'informasi', 'mengupload', 'video', 'presentasi', 'p0', 'email', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'ulas', 'mohon', 'tunggu']",1
"['terima', 'kasih']",1
"['mohon', 'maaf', 'ganggu', 'informasi', 'kirim', 'email', 'tanggal', 'november', 'konsultasi', 'manual', 'tanggal', 'november', 'mengupload', 'video', 'presentasi', 'p1', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'mohon', 'tunggu']",1
"['terima', 'kasih']",1
"['security', 'code', 'changed', 'mohon', 'isi', 'logbook', 'minimal', 'logbook', 'dosen bimbing', 'syarat', 'p1', 'terima kasih']",1
"['konsultasi', 'manual', 'email', 'ulas', 'masuk', 'logbook']",1
"['tunggu', 'ulas', 'ijinkan']",1
['terima kasih'],1
['catat'],1
"['mohon', 'maaf', 'ganggu', 'informasi', 'status', 'skripsi', 'tunggu', 'verifikasi', 'bimbing', 'rekomendasi', 'p1', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'terima kasih', 'tuju', 'tunggu', 'ulas', 'ijinkan', 'lanjut', 'draft', 'siap', 'p2']",1
['terima kasih'],1
"['mohon', 'maaf', 'ganggu', 'kait', 'konsultasi', 'program', 'hitung', 'inverse', 'metode', 'elm', 'library', 'now playing', 'linalg', 'inv', 'iya', 'partikel', 'populasi', 'pso', 'jurnal', 'beda', 'partikel', 'nilai', 'individu', 'dalam', 'populasi', 'iya', 'mohon', 'maaf', 'jadwal', 'uji akhir semester', 'induksi', 'riset', 'atika', 'kemarin', 'malam', 'kumpul', 'iya', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'konsultasi', 'program', 'hitung', 'inverse', 'metode', 'elm', 'library', 'now playing', 'linalg', 'inv', 'iya', 'koding', 'mandiri', 'alg', 'partikel', 'populasi', 'pso', 'jurnal', 'beda', 'partikel', 'nilai', 'individu', 'dalam', 'populasi', 'iya', 'partikel', 'individu', 'kumpul', 'partikel', 'populasi', 'mohon', 'maaf', 'jadwal', 'uji akhir semester', 'induksi', 'riset', 'atika', 'kemarin', 'malam', 'kumpul', 'iya', 'ijinkan', 'kumpul', 'jam']",1
"['baik', 'codingan', 'you', 'deleted', 'this', 'message']",-1
"['login', 'gmail', 'kunci']",1
"['unggah', 'google', 'drive']",1
"['kuliah', 'induksi', 'riset', 'drop', 'iya', 'tangguh', 'bayar', 'ukt', 'terima kasih', 'wasaalamualaikum']",1
"['whatsapp', 'monggo', 'drop', 'silah', 'aju', 'akademik']",1
"['hubung', 'akademik', 'iya', 'p2', 'iya']",1
"['hubung', 'akademik', 'iya', 'p2', 'iya']",1
"['selesai', 'progres', 'skripsi', 'kumpul', 'hasil', 'screenshot', 'program']",1
"['mohon', 'maaf', 'ganggu', 'kait', 'informasi', 'kirim', 'hasil', 'screenshot', 'program', 'uji', 'email', 'lampir', 'skripsi', 'benar', 'diagram alir', 'besok', 'kirim', 'skripsi', 'update', 'cepat', 'pso', 'nilai', 'batas', 'nilai', 'batas', 'v', 'presentase', 'nilai', 'x', 'contoh', 'x', 'vmin', 'vmax', 'masuk', 'dalam', 'uji', 'iya', 'nama', 'uji', 'pengaruh', 'nilai', 'batas', 'cepat', 'p2', 'iya', 'skripsi', 'lanjut', 'semester', 'pesimis', 'seminar hasil', 'semester', 'deadline', 'daftar', 'seminar hasil', 'tanggal', 'besok', 'terima', 'kasih', 'wassalamualaikum']",-1
"['whatsapp', 'informasi', 'kirim', 'hasil', 'screenshot', 'program', 'uji', 'email', 'lampir', 'skripsi', 'benar', 'diagram alir', 'besok', 'kirim', 'skripsi', 'reply', 'mohon', 'lampir', 'excel', 'silah', 'dokumen', 'susul', 'update', 'cepat', 'pso', 'nilai', 'batas', 'nilai', 'batas', 'v', 'presentase', 'nilai', 'x', 'contoh', 'x', 'vmin', 'vmax', 'masuk', 'dalam', 'uji', 'iya', 'nama', 'uji', 'pengaruh', 'nilai', 'batas', 'cepat', 'ijinkan', 'minimal', 'uji', 'metode', 'uji', 'konvergensi', 'pso', 'wajib', 'p2', 'iya', 'skripsi', 'lanjut', 'semester', 'pesimis', 'seminar hasil', 'semester', 'deadline', 'daftar', 'seminar hasil', 'tanggal', 'besok', 'allh', 'p1', 'p2', 'semester', 'syarat', 'p2', 'minimal', 'skenario', 'uji', 'selesai', 'serta', 'analisis', 'dalam']",1
"['kirim', 'dokumen', 'skripsi', 'manual', 'excel', 'email']",1
"['catat', 'ulas']",1
['terima kasih'],1
"['mohon', 'maaf', 'ganggu', 'mohon', 'maaf', 'hubung', 'luar', 'jam', 'kejar', 'seminar hasil', 'semester', 'deadline', 'daftar', 'seminar hasil', 'panjang', 'tanggal', 'desember', 'iya', 'terima kasih', 'wassalamualaikum']",1
"['whatsapp', 'ijinkan', 'tunggu', 'ulas', 'progres', 'dokumen', 'silah', 'kirim', 'email']",1
['terima kasih'],1
"['ijinkan', 'usaha', 'daftar', 'seminar hasil', 'sidang', 'terima kasih']",1
"['terima kasih', 'kait', 'revisi', 'baik', 'jurnal']",1
"['aju', 'seminar hasil', 'tunggu', 'verifikasi', 'mohon', 'maaf', 'aju', 'kendala', 'administrasi', 'terima kasih', 'wassalamualaikum']",1
"['whatsapp', 'hasil', 'cek', 'plagiasinya', 'kirim', 'email']",1
"['aju', 'seminar hasil', 'maslaah', 'tunggu', 'kabar', 'uang', 'kait', 'ukt', 'kabar', 'bayar', 'transfer', 'follow', 'uang', 'bingung', 'kumpul', 'syarat', 'susul', 'iya']",1
"['hubung', 'syarat', 'siap']",1
"['whatsapp', 'center', 'ukt', 'uang', 'uang', 'advokesma', 'cp', 'uang', 'balas', 'bukti', 'bebas', 'tangguh', 'ukt', 'tau', 'menbayar', 'ukt', 'bilang', 'uang', 'pagi', 'chat', 'uang', 'balas', 'telpon', 'kaprodi', 'beliau', 'solusi', 'kait', 'ukt', 'saran', 'selesai', 'filkom', 'apps']",1
"['alhamdulillah', 'dicapture', 'bukti', 'telepon', 'kaprodi', 'atas', 'kirim', 'whatsapp', 'aju', 'daftar', 'seminar hasil', 'tuju', 'dosen bimbing', 'tuju']",1
"['image', 'omitted']",1
['terima kasih'],1
"['alhamdulillah', 'terima kasih']",1
['iya'],1
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mohon', 'maaf', 'hubung', 'jam', 'mahasiswa', 'teknik', 'informatika', 'filkom', 'angkat', 'konsultasi', 'topik', 'skripsi', 'temu', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'besok', 'senin', 'jam']",1
"['terima', 'kasih']",1
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'informasi', 'pelakasanaan', 'uji', 'skripsi', 'laksana', 'senin', 'januari', 'wib', 'harap', 'konfirmasi', 'dosen', 'bimbing', 'laksana', 'sidang', 'skripsi', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'alhamdulillah', 'hadir']",1
['terima kasih'],1
"['request', 'link', 'meet', 'zoom', 'dosen', 'uji']",1
"['balas', 'dosen']",1
"['tunggu', 'linknya', 'tolong', 'dosen bimbing', 'uji', 'terima kasih']",1
"['link', 'dosen', 'izin', 'informasi', 'dosen', 'dosen', 'dosen', 'join', 'google meet', 'terima kasih']",1
"['power point', 'tolong', 'screen', 'silah', 'join']",1
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'teknik', 'informatika', 'filkom', 'angkat', 'konsultasi', 'topik', 'skripsi', 'kemarin', 'senin', 'tunggu', 'ruang', 'temu', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'besok', 'jam']",1
"['terima', 'kasih']",1
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'teknik', 'informatika', 'filkom', 'angkat', 'konsultasi', 'topik', 'skripsi', 'temu', 'besok', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'besok', 'jam', 'sore']",1
"['terima', 'kasih']",1
"['jadwal', 'bimbing', 'reschedule', 'jam', 'pagi']",1
"['mohon', 'maaf', 'habis', 'jatuh', 'kamar', 'mandi', 'kampus', 'kampus', 'bimbing', 'ganti', 'senin', 'terima', 'kasih']",1
"['besok', 'senin', 'jam', 'pagi']",1
"['terima', 'kasih']",1
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'teknik', 'informatika', 'filkom', 'angkat', 'bimbing', 'skripsi', 'temu', 'besok', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'besok', 'jam']",1
"['terima', 'kasih']",1
"['selamat', 'siang', 'mohon', 'maaf', 'menganggu', 'informatika', 'konsultasi', 'topik', 'skripsi', 'kemarin', 'skripsi', 'implementasi', 'metode', 'kalman', 'filter', 'prediksi', 'harga', 'bahan', 'pokok', 'timur', 'dasar', 'scraping', 'web', 'siskaperbapo', 'kendala', 'data', 'hasil', 'bagus', 'ubah', 'indikator', 'beda', 'beda', 'fokus', 'objek', 'skripsi', 'judul', 'implementasi', 'metode', 'backpropagation', 'prediksi', 'harga', 'pasar', 'cabai', 'keriting', 'kota', 'malang', 'alas', 'pilih', 'cabai', 'cabai', 'alami', 'ubah', 'harga', 'stabil', 'boleh', 'ganti', 'topik', 'skripsi', 'terima kasih', 'wassalamualaikum']",1
"['whatsapp', 'ijinkan', 'ganti', 'judul', 'mohon', 'kirim', 'base', 'judul', 'whatsapp', 'grup', 'p0', 'tanggal', 'maret', 'laksana', 'p0', 'longgar', 'dosen bimbing', 'mandiri', 'dosen bimbing', 'lebih', 'tanggal', 'nama', 'objek', 'masalah', 'metodologi', 'plan', 'tanggal', 'p1', 'plan', 'tanggal', 'p2', 'nama', 'aulia', 'nia', 'objek', 'optimasi', 'susun', 'barang', 'bidang', 'dimensi', 'algoritme', 'genetika', 'masalah', 'susun', 'barang', 'manual', 'susun', 'banyak', 'pesan', 'barang', 'sdm', 'batas', 'metodologi', 'studi', 'pustaka', 'kumpul', 'analisis', 'butuh', 'analisis', 'ancang', 'implementasi', 'sistem', 'uji', 'sistem', 'uji', 'akurasi', 'simpul', 'saran', 'standar', 'plan', 'tanggal', 'p1', 'april', 'range', 'filkomapp', 'maret', 'april', 'plan', 'tanggal', 'p2', 'april', 'range', 'filkomapp', 'maret', 'may', 'monggo', 'lanjut', 'terima kasih']",1
"['nama', 'objek', 'implementasi', 'metode', 'jaring', 'syaraf', 'tiru', 'backpropagation', 'prediksi', 'harga', 'cabai', 'keriting', 'kota', 'malang', 'masalah', 'konsumsi', 'cabai', 'keriting', 'kota', 'malang', 'harga', 'cabai', 'keriting', 'alami', 'ubah', 'fluktuatif', 'ubah', 'harga', 'cabai', 'keriting', 'sebab', 'inflasi', 'kota', 'malang', 'harga', 'cabai', 'ubah', 'beli', 'sebab', 'tani', 'cabai', 'keriting', 'alami', 'rugi', 'kembali', 'modal', 'metodologi', 'tipe', 'teliti', 'strategi', 'teliti', 'teknik', 'kumpul', 'teliti', 'teknik', 'analisis', 'implementasi', 'algoritme', 'uji', 'analisis', 'simpul', 'saran', 'plan', 'tanggal', 'p1', 'april', 'plan', 'tanggal', 'p2', 'mei']",1
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'teknik', 'informatika', 'filkom', 'angkat', 'bimbing', 'skripsi', 'temu', 'besok', 'selasa', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'besok', 'jam']",1
"['terima', 'kasih']",1
"['selamat', 'siang', 'moga', 'keluarga', 'sehat', 'mohon', 'maaf', 'ganggu', 'kenal', 'nama', 'program', 'studi', 'teknik', 'informatika', 'angkat', 'fokus', 'minat', 'komputasi', 'cerdas', 'mohon', 'maaf', 'izin', 'informasi', 'semester', 'aju', 'proposal', 'skripsi', 'judul', 'analisis', 'sentimen', 'twitter', 'new', 'normal', 'bentuk', 'daftar', 'stopword', 'zipf', 'law', 'bobot', 'emoji', 'dosen', 'bimbing', 'dosen', 'arum', 'sari', 'kom', 'kom', 'dosen', 'bimbing', 'santoso', 'kom', 'mohon', 'bimbing', 'dosen', 'bimbing', 'mohon', 'maaf', 'terima', 'kasih', 'wassalamualaikum']",1
"['whatsapp', 'oke']",1
"['terima', 'kasih', 'mohon', 'maaf', 'izin', 'kait', 'sedia', 'jadwal', 'p0', 'p0', 'ada', 'pisah']",1
"['pisah', 'tidak apa']",1
"['terima', 'kasih', 'coba', 'konfirmasi', 'dosen', 'dosen', 'bimbing', 'lampir', 'proposal', 'skripsi', 'media', 'omitted', 'saran', 'tambah', 'kait', 'proposal', 'skripsi', 'terima', 'kasih']",-1
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'bimbing', 'mohon', 'maaf', 'izin', 'kait', 'proposal', 'kirim', 'kemarin', 'revisi', 'saran', 'kait', 'proposal', 'izin', 'kait', 'jadwal', 'p0', 'sedia', 'p0', 'terima', 'kasih']",1
"['gambar', 'tabel', 'rujuk', 'kalimat', 'dar', 'tempel', 'contoh', 'tabel', 'dan terus', 'tahap', 'tokenisasi', 'gambar', 'table', 'ubah', 'bahasa', 'indonesia', 'tabel']",1
"['baik', 'proposal', 'terima', 'kasih']",1
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'izin', 'informasi', 'tanggal', 'januari', 'alhamdulillah', 'jadwal', 'sidang', 'skripsi', 'jadwal', 'sesuai', 'filkomapps', 'dosen', 'uji', 'putra', 'pandu', 'dosen', 'uji', 'ridok', 'dosen', 'uji', 'mohon', 'maaf', 'izin', 'konfirmasi', 'kait', 'sidang', 'hadir', 'sidang', 'skripsi', 'senin', 'mohon', 'maaf', 'terima', 'kasih']",1
"['whatsapp', 'oke', 'media', 'omitted']",1
"['terima', 'kasih']",1
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'izin', 'informasi', 'putra', 'dosen', 'uji', 'link', 'google', 'meet', 'sidang', 'lampir', 'link', 'google', 'meetnya', 'mohon', 'maaf', 'terima', 'kasih', 'selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mohon', 'maaf', 'izin', 'sidang', 'skripsi', 'mohon', 'maaf', 'terima', 'kasih']",-1
"['umum', 'akademik', 'status', 'mahasiswa', 'skripsi', 'kait', 'status', 'aktif', 'mahasiswa', 'filkom', 'semester', 'genap', 'fakultas', 'ilmu', 'komputer', 'ambil', 'bijak', 'bagai ikut', 'mahasiswa', 'filkom', 'daftar', 'seminar hasil', 'sidang', 'skripsi', 'tanggal', 'januari', 'status', 'akademik', 'set', 'blokir', 'semester', 'genap', 'daftar', 'ulang', 'bayar', 'spp', 'ukt', 'mahasiswa', 'selesai', 'sidang', 'skripsi', 'daftar', 'yudisium', 'lambat', 'tanggal', 'februari', 'status', 'rubah', 'lulus', 'semester', 'ganjil', 'mahasiswa', 'selesai', 'daftar', 'yudisium', 'tanggal', 'februari', 'mahasiswa', 'daftar', 'ulang', 'semester', 'genap', 'bayar', 'ukt', 'spp', 'dekan', 'filkom', 'wakil', 'dekan', 'bidang', 'akademik']",1
"['terima', 'kasih', 'informasi']",1
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'angkat', 'mohon', 'maaf', 'izin', 'informasi', 'revisi', 'tulis', 'skripsi', 'dasar', 'revisi', 'putra', 'ridok', 'lampir', 'skripsi', 'media', 'omitted', 'saran', 'revisi', 'kait', 'skripsi', 'mohon', 'maaf', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu']",1
"['nyata', 'sesuai', 'tanggal', 'uji', 'tulis', 'gelar', 'singkat', 'spasi', 'contoh', 'nama', 'sc', 'ph', 'ketua', 'jurus', 'titik', 'titik', 'huruf', 'lanjut', 'koma', 'baca']",1
"['revisi', 'kait', 'tulis', 'sesuai', 'saran', 'terima', 'kasih', 'masuk']",1
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'hubung', 'serah', 'proposal', 'sesuai', 'revisi', 'saran', 'kemarin', 'lampir', 'proposal', 'media', 'omitted', 'proposal', 'mohon', 'bimbing', 'terima kasih']",1
"['p0', 'pemb1', 'iya', 'manut']",1
"['konfirmasi', 'dosen', 'kait', 'p0nya', 'terima', 'kasih']",1
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mohon', 'maaf', 'izin', 'konfirmasi', 'ulang', 'kait', 'p0', 'presentasi', 'p0', 'serah', 'dosen', 'bimbing', 'sepenuh', 'iya', 'mohon', 'maaf', 'paham', 'mohon', 'maaf']",1
"['whatsapp', 'iya', 'tuju', 'saran']",1
"['coba', 'konfirmasi', 'dosen', 'terima', 'kasih']",1
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'hubung', 'konsultasi', 'kait', 'proposal', 'izin', 'informasi', 'selasa', 'kemarin', 'p0', 'bimbing', 'dosen', 'dosen', 'bimbing', 'rumus', 'proposal', 'dosen', 'saran', 'rumus', 'proposal', 'ganti', 'teliti', 'non', 'implementatif', 'rumus', 'implementasi', 'metode', 'ganti', 'rumus', 'tuju', 'dosen', 'rumus', 'lampir', 'proposal', 'media', 'omitted', 'mohon', 'bimbing', 'saran', 'revisi', 'kait', 'proposal', 'terima', 'kasih']",-1
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'hubung', 'konsultasi', 'proposal', 'kirim', 'revisi', 'saran', 'kait', 'proposal', 'mohon', 'maaf', 'izin', 'informasi', 'tanggal', 'oktober', 'unggah', 'proposal', 'verifikasi', 'dosen', 'progres', 'kirim', 'kerja', 'skripsi', '4nya', 'terima', 'kasih', 'mohon', 'maaf']",1
"['cek', 'bhs', 'inggris', 'cetak', 'italic', 'daftar', 'bhs', 'inggris', 'rujuk', 'tabel', 'gambar', 'sesuai', 'judul', 'tabel', 'gambar', 'huruf', 'contoh', 'gambar', 'tabel']",1
"['mohon', 'maaf', 'izin', 'kait', 'bentuk', 'diagram', 'alir', 'harus', 'tool', 'shape', 'microsoft', 'word', 'tool', 'luar', 'microsoft', 'word', 'website', 'draw', 'io']",1
"['mudah', 'edit', 'suka', 'vidio', 'draw', 'io']",1
"['kek', 'lapor', 'baik', 'sesuai', 'saran', 'revisi', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu', 'mohon', 'maaf']",1
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'hubung', 'progres', 'konsultasi', 'kait', 'lapor', 'skripsi', 'minggu', 'saran', 'revisi', 'kait', 'tulis', 'proposal', 'skripsi', 'baik', 'sesuai', 'saran', 'selesai', 'revisi', 'progres', 'skripsi', 'selesai', 'lampir', 'lapor', 'skripsi', 'media', 'omitted']",1
"['whatsapp', 'oke', 'cek', 'iya']",1
"['mohon', 'bimbing', 'kait', 'dokumen', 'lapor', 'skripsi', 'mohon', 'maaf', 'izin', 'kait', 'p1', 'filkomapps', 'lewat', 'p1', 'mana', 'verifikasi', 'dosen', 'dosen', 'bimbing', 'berita', 'acara', 'risi', 'nilai', 'maju', 'p1', 'p1', 'hal', 'presentasi', 'iya', 'mohon', 'maaf', 'terima', 'kasih']",1
"['tulis', 'halaman', 'kesah', 'revisi', 'abstrak', 'abstrak', 'skripsi', 'muat', 'latar', 'metode', 'hasil', 'mengggambarkan', 'skripsi', 'tahap', 'ancang', 'metode', 'paragraf']",1
"['alhamdulillah', 'coba', 'susun', 'lembar', 'kesah', 'abstrak', 'mohon', 'maaf', 'izin', 'kait', 'paragraf', 'tahap', 'ancang', 'metode', 'coba', 'abstrak', 'risi', 'latar', 'metode', 'paragraf', 'cicil', 'iya', 'mohon', 'maaf']",1
"['abstrak', 'hasil', 'metode']",1
"['coba', 'latar', 'metode', 'masuk', 'abstrak', 'mohon', 'maaf', 'izin', 'kait', 'p1', 'p1nya', 'presentasi', 'pilih', 'p1']",-1
"['selamat', 'sore', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'hubung', 'progres', 'kait', 'skripsi', 'skripsi', 'coba', 'abstrak', 'bahasa', 'indonesia', 'tahap', 'uji', 'cari', 'nilai', 'guna', 'klasifikasi', 'knn', 'mana', 'coba', 'uji', 'nilai', 'cari', 'akurasi', 'baik', 'coba', 'hilang', 'emoji', 'dataset', 'akurasi', 'baik', 'lampir', 'skripsi', 'media', 'omitted', 'mohon', 'bimbing', 'saran', 'revisi', 'lapor', 'skripsi', 'terima', 'kasih']",1
"['whatsapp', 'oke']",-1
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'hubung', 'kait', 'saran', 'revisi', 'kait', 'dokumen', 'skripsi', 'kirim', 'minggu', 'saran', 'revisi', 'kait', 'tulis', 'skripsi', 'mohon', 'maaf', 'rencana', 'daftar', 'seminar hasil', 'semester', 'logbooknya', 'hitung', 'bimbing', 'iya', 'batas', 'daftar', 'seminar hasil', 'besok', 'tanggal', 'desember', 'izin', 'progres', 'skripsi', 'jurnal', 'kirim', 'skripsi', 'jurnal', 'media', 'omitted', 'media', 'omitted', 'mohon', 'bimbing', 'saran', 'revisi', 'kait', 'tulis', 'skripsi', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu']",1
"['tata', 'tulis', 'bagus', 'tanggal', 'lembar', 'kesah', 'kosong', 'orisinalitas', 'tanggal']",1
"['alhamdulillah', 'coba', 'baik', 'halaman', 'logbook', 'filkomapps', 'isi', 'daftar', 'seminar hasil', 'skripsi', 'terima', 'kasih', 'mohon', 'maaf', 'ganggu', 'mohon', 'maaf', 'izin', 'informasi', 'dosen', 'saran', 'rubah', 'judul', 'skripsi', 'bentuk', 'daftar', 'stopword', 'zipf', 'law', 'bobot', 'emoji', 'analisis', 'sentimen', 'twitter', 'saran', 'revisi', 'kait', 'judul', 'skripsi', 'judul', 'skripsi', 'beda', 'hilang', 'new', 'normal', 'tweet', 'dosen', 'saran', 'judul', 'ganti']",1
['tidak apa'],1
"['lampir', 'form', 'ganti', 'judul', 'skripsi', 'tuju', 'dosen', 'bimbing', 'dosen', 'form', 'sb', 'ganti', 'judul', 'pdf', 'dokumen', 'attached', 'form', 'sb', 'ganti', 'judul', 'pdf']",1
"['selamat', 'siang', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'skripsi', 'mohon', 'maaf', 'izin', 'informasi', 'alhamdulillah', 'laksana', 'seminar', 'hasil', 'skripsi', 'tanggal', 'desember', 'dosen', 'fasilitator', 'fariz', 'andri', 'bakhtiar', 'kom', 'tunggu', 'jadwal', 'sidang', 'kirim', 'berkas', 'lengkap', 'transkrip', 'nilai', 'final', 'mohon', 'maaf', 'izin', 'kait', 'form', 'ganti', 'judul', 'skripsi', 'kirim', 'tangan', 'jaga', 'jaga', 'akademik', 'mohon', 'maaf', 'mohon', 'abar', 'kait', 'seminar', 'hasil', 'terima', 'kasih']",1
"['whatsapp', 'oke']",1
"['mohon', 'maaf', 'izin', 'konfirmasi', 'form', 'ganti', 'judul', 'kirim']",-1
"['selamat', 'pagi', 'maaf', 'ganggu', 'teknik', 'informatika', 'mahasiswa', 'bimbing', 'skripsi', 'bimbing', 'jadwal', 'p0', 'p0', 'dosen', 'bimbing', 'pisah', 'dosen', 'p0', 'iya', 'terima', 'kasih', 'maaf', 'ganggu']",1
"['p0', 'p1', 'p2', 'prefer', 'mandiri', 'prive', 'dosen bimbing', 'p0', 'kirim', 'email', 'dokumen', 'power point', 'p0', 'link', 'publik', 'video', 'presentasi', 'p0', 'isi', 'logbook', 'tanggal', 'konsultasi', 'siap', 'p0', 'terima kasih']",1
"['iya', 'logbook', 'konsultasi', 'p0', 'kirim', 'email', 'terima', 'kasih']",1
"['selamat', 'pagi', 'mohon', 'maaf', 'menggangu', 'mahasiswa', 'bimbing', 'bimbing', 'kirim', 'dokumen', 'presentasi', 'p0', 'email', 'terima', 'kasih']",1
"['catat', 'tunggu', 'ulas']",1
"['terima', 'kasih']",1
"['selamat', 'pagi', 'mohon', 'maaf', 'ganggu', 'mahasiswa', 'bimbing', 'bimbing', 'sedia', 'presentasi', 'p1', 'prosedur', 'presentasi', 'p1', 'presentasi', 'p0', 'prosedur', 'terima', 'kasih']",1
